transaction_id,user_id,related_invoice_id,related_job_id,transaction_type,amount,currency,description,merchant_name,transaction_category,date,balance_after_transaction,payment_method,geo_location,created_at,updated_at
txn_3C97749A,user_023,,,CREDIT,137818.0,INR,NEFT-UrbanHiveDigital-PAYMENT,Urbanhivedigital Payment,Transport,2025-11-24T11:56:35.762566+00:00,259805,NEFT,"Mumbai, Maharashtra",2025-11-24T11:56:35.762566+00:00,2025-11-24T11:56:35.762566+00:00
txn_835D6739,user_024,,,DEBIT,4893.0,INR,UPI-COSTA-COFFEE-STOP,Costa Coffee Stop,Shopping,2025-10-21T22:04:15.762566+00:00,76907,UPI,"Pune, Maharashtra",2025-10-21T22:04:15.762566+00:00,2025-10-21T22:04:15.762566+00:00
txn_BB7AD257,user_044,,,DEBIT,4169.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-MOCHA-HOUSE,Cafe Coffee Garden,Medical,2025-06-17T02:56:30.762566+00:00,66626,UPI,"Mumbai, Maharashtra",2025-06-17T02:56:30.762566+00:00,2025-06-17T02:56:30.762566+00:00
txn_D5F33FF8,user_012,,,DEBIT,660.0,INR,UPI-SHELL-PETROL-PUMP,Shell Petrol Pump,Transport,2025-07-14T11:18:24.762566+00:00,130934,UPI,"Bengaluru, Karnataka",2025-07-14T11:18:24.762566+00:00,2025-07-14T11:18:24.762566+00:00
txn_D5E7AE47,user_047,,,DEBIT,1004.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-ZONE-HOUSE,Cafe Coffee Garden,Medical,2025-10-01T22:51:46.762566+00:00,71654,UPI,"Bengaluru, Karnataka",2025-10-01T22:51:46.762566+00:00,2025-10-01T22:51:46.762566+00:00
txn_6DDB7E7F,user_016,,,DEBIT,1800.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-SHOP-CAFE-COFFEE-GARDEN-CAFE-COFFEE-HUB,Cafe Coffee Hub,Shopping,2025-10-29T05:39:56.762566+00:00,106454,UPI,"Pune, Maharashtra",2025-10-29T05:39:56.762566+00:00,2025-10-29T05:39:56.762566+00:00
txn_77436979,user_034,,,DEBIT,1990.0,INR,UPI-CAFE-COFFEE-WORKS-CAFE-7-BEANS,Cafe Coffee Works,Medical,2025-11-24T20:44:05.762566+00:00,79879,UPI,"Delhi, Delhi",2025-11-24T20:44:05.762566+00:00,2025-11-24T20:44:05.762566+00:00
txn_67BFADF3,user_041,,,DEBIT,1257.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-HOUSE-CAFE,Cafe Coffee Bean,Food,2025-09-12T14:30:02.762566+00:00,110882,UPI,"Mumbai, Maharashtra",2025-09-12T14:30:02.762566+00:00,2025-09-12T14:30:02.762566+00:00
txn_E779AEC2,user_036,,,DEBIT,486.0,INR,UPI-CAFE-COFFEE-TERRACE-CAFE-COFFEE-YARD-HOUSE-EXPRESS,Cafe Coffee Terrace,Medical,2025-11-03T20:54:54.762566+00:00,209953,UPI,"Bengaluru, Karnataka",2025-11-03T20:54:54.762566+00:00,2025-11-03T20:54:54.762566+00:00
txn_AEDFD7C4,user_029,,,DEBIT,2012.0,INR,UPI-CAFE-COFFEE-POINT-HOUSE-CAFE,Cafe Coffee Point,Food,2025-10-06T07:12:25.762566+00:00,73576,UPI,"Bengaluru, Karnataka",2025-10-06T07:12:25.762566+00:00,2025-10-06T07:12:25.762566+00:00
txn_8D56F37E,user_032,,,DEBIT,834.0,INR,UPI-ZOMATO,Zomato,Food,2025-07-19T13:06:37.762566+00:00,144787,UPI,"Mumbai, Maharashtra",2025-07-19T13:06:37.762566+00:00,2025-07-19T13:06:37.762566+00:00
txn_D3A3B6C4,user_046,,,DEBIT,3048.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-DEPOT-CAFE-COFFEE-LOUNGE-BAR-HOUSE,Cafe Coffee Hub,Food,2025-06-02T20:20:07.762566+00:00,203289,UPI,"Mumbai, Maharashtra",2025-06-02T20:20:07.762566+00:00,2025-06-02T20:20:07.762566+00:00
txn_E6639005,user_003,,,DEBIT,2388.0,INR,UPI-LIFEMED-INDIA-MALL,Lifemed India Mall,Medical,2025-07-24T11:09:33.762566+00:00,38014,UPI,"Pune, Maharashtra",2025-07-24T11:09:33.762566+00:00,2025-07-24T11:09:33.762566+00:00
txn_94F73773,user_008,,,DEBIT,2870.0,INR,UPI-FRESHNFAST,Freshnfast,Grocery,2025-10-08T01:16:50.762566+00:00,61527,UPI,"Pune, Maharashtra",2025-10-08T01:16:50.762566+00:00,2025-10-08T01:16:50.762566+00:00
txn_CE867E5C,user_028,,,DEBIT,4783.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-CORNER,Cafe Coffee Bean,Grocery,2025-08-05T04:32:40.762566+00:00,211327,UPI,"Mumbai, Maharashtra",2025-08-05T04:32:40.762566+00:00,2025-08-05T04:32:40.762566+00:00
txn_2626D4A8,user_032,,,DEBIT,3266.0,INR,UPI-CHAI-POINT-HOUSE-EXPRESS,Chai Point House,Food,2025-09-02T23:25:38.762566+00:00,141521,UPI,"Pune, Maharashtra",2025-09-02T23:25:38.762566+00:00,2025-09-02T23:25:38.762566+00:00
txn_57C2A4B5,user_019,,,DEBIT,4851.0,INR,UPI-CAFE-EXPRESS-HOUSE,Cafe Express House,Shopping,2025-11-02T17:46:49.762566+00:00,123778,UPI,"Pune, Maharashtra",2025-11-02T17:46:49.762566+00:00,2025-11-02T17:46:49.762566+00:00
txn_9BDAC4C6,user_029,,,DEBIT,2348.0,INR,UPI-NATURE'S-BASKET,Nature'S Basket,Grocery,2025-07-07T12:48:11.762566+00:00,71228,UPI,"Pune, Maharashtra",2025-07-07T12:48:11.762566+00:00,2025-07-07T12:48:11.762566+00:00
txn_A815A94F,user_013,,,DEBIT,607.0,INR,UPI-CAFE-COFFEE-TERRACE-CAFE-MOCHA-HOUSE,Cafe Coffee Terrace,Food,2025-11-12T07:07:12.762566+00:00,214053,UPI,"Delhi, Delhi",2025-11-12T07:07:12.762566+00:00,2025-11-12T07:07:12.762566+00:00
txn_526803C7,user_003,,,DEBIT,2259.0,INR,UPI-CAFE-COFFEE-TERRACE-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Terrace,Shopping,2025-10-14T14:47:30.762566+00:00,35755,UPI,"Bengaluru, Karnataka",2025-10-14T14:47:30.762566+00:00,2025-10-14T14:47:30.762566+00:00
txn_DE86D771,user_024,,,DEBIT,719.0,INR,BILL-GAS-BILL,Gas Bill,Utilities,2025-06-24T23:26:52.762566+00:00,76188,BILL,"Mumbai, Maharashtra",2025-06-24T23:26:52.762566+00:00,2025-06-24T23:26:52.762566+00:00
txn_94A749B2,user_016,,,DEBIT,4352.0,INR,UPI-CAFE-COFFEE-GARDEN-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Garden,Grocery,2025-06-19T23:55:22.762566+00:00,102102,UPI,"Pune, Maharashtra",2025-06-19T23:55:22.762566+00:00,2025-06-19T23:55:22.762566+00:00
txn_2431F64B,user_038,,,DEBIT,2759.0,INR,UPI-COSTA-COFFEE-PARK-HOUSE,Costa Coffee Park,Shopping,2025-06-17T18:24:51.762566+00:00,123676,UPI,"Mumbai, Maharashtra",2025-06-17T18:24:51.762566+00:00,2025-06-17T18:24:51.762566+00:00
txn_B053EB44,user_024,,,DEBIT,1971.0,INR,UPI-COFFEE-SHOP-CAFE-COFFEE-WORKS-HOUSE,Coffee Shop Cafe,Food,2025-08-03T14:23:10.762566+00:00,74217,UPI,"Bengaluru, Karnataka",2025-08-03T14:23:10.762566+00:00,2025-08-03T14:23:10.762566+00:00
txn_991A14E5,user_003,,,DEBIT,1865.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Food,2025-08-17T15:18:00.762566+00:00,33890,UPI,"Mumbai, Maharashtra",2025-08-17T15:18:00.762566+00:00,2025-08-17T15:18:00.762566+00:00
txn_CF5B376B,user_032,,,DEBIT,4821.0,INR,UPI-CAFE-COFFEE-DEPOT-CAFE-COFFEE-STUDIO-CAFE-COFFEE-EXPRESS-CAFE-COFFEE-CENTRAL-CAFE-COFFEE-WORKS-CAFE-COFFEE-ZONE,Cafe Coffee Depot,Medical,2025-07-22T14:49:44.762566+00:00,136700,UPI,"Mumbai, Maharashtra",2025-07-22T14:49:44.762566+00:00,2025-07-22T14:49:44.762566+00:00
txn_ED1B7130,user_018,,,DEBIT,775.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-JUNCTION,Cafe Coffee Spot,Grocery,2025-08-18T15:10:04.762566+00:00,250826,UPI,"Delhi, Delhi",2025-08-18T15:10:04.762566+00:00,2025-08-18T15:10:04.762566+00:00
txn_59F52EAB,user_025,,,DEBIT,4329.0,INR,UPI-CHAI-POINT-HOUSE,Chai Point House,Shopping,2025-07-13T04:24:37.762566+00:00,125739,UPI,"Mumbai, Maharashtra",2025-07-13T04:24:37.762566+00:00,2025-07-13T04:24:37.762566+00:00
txn_E1B80E54,user_045,,,DEBIT,1454.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-HUB-CAFE-AROMAS,Cafe Coffee Hub,Grocery,2025-10-08T06:38:43.762566+00:00,192881,UPI,"Pune, Maharashtra",2025-10-08T06:38:43.762566+00:00,2025-10-08T06:38:43.762566+00:00
txn_2F0CBC2E,user_025,,,DEBIT,3665.0,INR,UPI-CAFE-MOCHA,Cafe Mocha,Food,2025-10-18T02:14:58.762566+00:00,122074,UPI,"Delhi, Delhi",2025-10-18T02:14:58.762566+00:00,2025-10-18T02:14:58.762566+00:00
txn_EE5F11B4,user_003,,,DEBIT,19949.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-06-25T04:09:09.762566+00:00,13941,UPI,"Delhi, Delhi",2025-06-25T04:09:09.762566+00:00,2025-06-25T04:09:09.762566+00:00
txn_926A44B8,user_046,,,DEBIT,3437.0,INR,UPI-=====-GROCERY_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====,===== Grocery_Merchants.Txt =====,Grocery,2025-09-16T03:36:38.762566+00:00,199852,UPI,"Pune, Maharashtra",2025-09-16T03:36:38.762566+00:00,2025-09-16T03:36:38.762566+00:00
txn_23088491,user_032,INV-2025-1057,job_718c65bd,CREDIT,119727.0,INR,NEFT-AlphaUpStartups-PAYMENT,Alphaupstartups Payment,Grocery,2025-11-23T16:56:46.762566+00:00,256427,NEFT,"Bengaluru, Karnataka",2025-11-23T16:56:46.762566+00:00,2025-11-23T16:56:46.762566+00:00
txn_F7373FF2,user_032,,,DEBIT,1070.0,INR,UPI-CAFE-COFFEE-EXPRESS-CAFE-COFFEE-COLLECTIVE-HOUSE,Cafe Coffee Express,Food,2025-06-11T23:09:59.762566+00:00,255357,UPI,"Mumbai, Maharashtra",2025-06-11T23:09:59.762566+00:00,2025-06-11T23:09:59.762566+00:00
txn_42374235,user_018,,,DEBIT,3058.0,INR,UPI-MARKS-&-CO.,Marks & Co.,Food,2025-06-23T03:11:52.762566+00:00,247768,UPI,"Mumbai, Maharashtra",2025-06-23T03:11:52.762566+00:00,2025-06-23T03:11:52.762566+00:00
txn_1708EC49,user_033,,,DEBIT,4917.0,INR,UPI-SHOPPERS-STOP-HOUSE,Shoppers Stop House,Grocery,2025-07-01T08:29:09.762566+00:00,132008,UPI,"Mumbai, Maharashtra",2025-07-01T08:29:09.762566+00:00,2025-07-01T08:29:09.762566+00:00
txn_43422210,user_048,,,DEBIT,138.0,INR,UPI-CAFE-COFFEE-STOP-CAFE-COFFEE-CENTRAL-PERK-HOUSE,Cafe Coffee Stop,Food,2025-11-18T03:43:12.762566+00:00,84945,UPI,"Mumbai, Maharashtra",2025-11-18T03:43:12.762566+00:00,2025-11-18T03:43:12.762566+00:00
txn_ABA96C93,user_050,,,DEBIT,5055.0,INR,CARD-TRAVEL-AGENCY,Travel Agency,Trips,2025-10-27T23:00:05.762566+00:00,87593,CARD,"Delhi, Delhi",2025-10-27T23:00:05.762566+00:00,2025-10-27T23:00:05.762566+00:00
txn_98B03222,user_033,,,DEBIT,20680.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-08-29T13:53:13.762566+00:00,111328,UPI,"Delhi, Delhi",2025-08-29T13:53:13.762566+00:00,2025-08-29T13:53:13.762566+00:00
txn_ED2FB89B,user_031,,,DEBIT,428.0,INR,UPI-HP-PETROL-PUMP,Hp Petrol Pump,Grocery,2025-09-19T01:00:43.762566+00:00,135277,UPI,"Bengaluru, Karnataka",2025-09-19T01:00:43.762566+00:00,2025-09-19T01:00:43.762566+00:00
txn_F85269EB,user_021,,,DEBIT,1089.0,INR,UPI-=====-TRANSPORT_MERCHANTS.TXT-=====-TRANSPORT_MERCHANTS.TXT-=====-TRANSPORT_MERCHANTS.TXT-=====-TRANSPORT_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====-SHOPPING_MERCHANTS.TXT-=====-SHOPPING_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====,===== Transport_Merchants.Txt =====,Grocery,2025-10-21T02:36:40.762566+00:00,131527,UPI,"Delhi, Delhi",2025-10-21T02:36:40.762566+00:00,2025-10-21T02:36:40.762566+00:00
txn_3527EA9B,user_042,,,DEBIT,2097.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-HUB-&-SPENCER-MALL,Cafe Coffee Spot,Food,2025-08-14T11:47:57.762566+00:00,94390,UPI,"Delhi, Delhi",2025-08-14T11:47:57.762566+00:00,2025-08-14T11:47:57.762566+00:00
txn_36C74C12,user_024,,,DEBIT,18921.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-11-05T14:07:35.762566+00:00,55296,UPI,"Delhi, Delhi",2025-11-05T14:07:35.762566+00:00,2025-11-05T14:07:35.762566+00:00
txn_11D804ED,user_050,,,DEBIT,4408.0,INR,UPI-PUMA-ONLINE,Puma Online,Shopping,2025-06-03T22:46:53.762566+00:00,83185,UPI,"Delhi, Delhi",2025-06-03T22:46:53.762566+00:00,2025-06-03T22:46:53.762566+00:00
txn_E0BBEF7E,user_008,,,DEBIT,1258.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-HOUSE,Cafe Coffee Spot,Food,2025-06-10T22:35:01.762566+00:00,60269,UPI,"Bengaluru, Karnataka",2025-06-10T22:35:01.762566+00:00,2025-06-10T22:35:01.762566+00:00
txn_604D8F8C,user_023,,,DEBIT,176.0,INR,UPI-FARMERS-MARKET-BASKET,Farmers Market Basket,Shopping,2025-08-24T15:22:41.762566+00:00,259629,UPI,"Bengaluru, Karnataka",2025-08-24T15:22:41.762566+00:00,2025-08-24T15:22:41.762566+00:00
txn_F0BE0D0E,user_001,,,DEBIT,18079.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-07-22T15:36:14.762566+00:00,65675,UPI,"Pune, Maharashtra",2025-07-22T15:36:14.762566+00:00,2025-07-22T15:36:14.762566+00:00
txn_2AE7EF30,user_045,,,DEBIT,3573.0,INR,UPI-CAFE-COFFEE-FACTORY-CAFE-COFFEE-JUNCTION-HOUSE,Cafe Coffee Factory,Food,2025-11-25T11:40:23.762566+00:00,189308,UPI,"Mumbai, Maharashtra",2025-11-25T11:40:23.762566+00:00,2025-11-25T11:40:23.762566+00:00
txn_CFF555E5,user_018,,,DEBIT,2367.0,INR,UPI-FARMERS-MARKET-BASKET,Farmers Market Basket,Food,2025-11-16T20:16:37.762566+00:00,245401,UPI,"Bengaluru, Karnataka",2025-11-16T20:16:37.762566+00:00,2025-11-16T20:16:37.762566+00:00
txn_627E1D89,user_007,,,DEBIT,1997.0,INR,UPI-FARMERS-MARKET-BASKET,Farmers Market Basket,Grocery,2025-09-19T17:00:50.762566+00:00,235933,UPI,"Mumbai, Maharashtra",2025-09-19T17:00:50.762566+00:00,2025-09-19T17:00:50.762566+00:00
txn_C7147B6C,user_018,,,DEBIT,2643.0,INR,UPI-CAFE-COFFEE-CENTRAL-CAFE-DE-PARIS,Cafe Coffee Central,Shopping,2025-07-24T14:16:15.762566+00:00,242758,UPI,"Mumbai, Maharashtra",2025-07-24T14:16:15.762566+00:00,2025-07-24T14:16:15.762566+00:00
txn_E7732F08,user_040,,,DEBIT,548.0,INR,CARD-HOTSTAR,Hotstar,Entertainment,2025-10-30T01:28:27.762566+00:00,118822,CARD,"Pune, Maharashtra",2025-10-30T01:28:27.762566+00:00,2025-10-30T01:28:27.762566+00:00
txn_3011AD7F,user_028,,,DEBIT,589.0,INR,CARD-AMAZON-PRIME,Amazon Prime,Entertainment,2025-11-07T11:01:34.762566+00:00,210738,CARD,"Pune, Maharashtra",2025-11-07T11:01:34.762566+00:00,2025-11-07T11:01:34.762566+00:00
txn_4E86C47F,user_043,,,DEBIT,3752.0,INR,UPI-SHOPPER'S-STOP-HOUSE-EXPRESS-HOUSE,Shopper'S Stop House,Food,2025-07-27T03:40:25.762566+00:00,82875,UPI,"Bengaluru, Karnataka",2025-07-27T03:40:25.762566+00:00,2025-07-27T03:40:25.762566+00:00
txn_CC98DECF,user_009,,,DEBIT,756.0,INR,UPI-CAFE-COFFEE-HUB-CAFE-COFFEE-ROASTERS-HOUSE,Cafe Coffee Hub,Grocery,2025-08-08T01:05:57.762566+00:00,247255,UPI,"Mumbai, Maharashtra",2025-08-08T01:05:57.762566+00:00,2025-08-08T01:05:57.762566+00:00
txn_8B935EB7,user_030,,,CREDIT,72348.0,INR,NEFT-OrbitWorksSolutions-PAYMENT,Orbitworkssolutions Payment,Recharge,2025-09-11T08:42:50.762566+00:00,145603,NEFT,"Delhi, Delhi",2025-09-11T08:42:50.762566+00:00,2025-09-11T08:42:50.762566+00:00
txn_86B60568,user_026,,,DEBIT,2447.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-WORKS-CAFE,Cafe Coffee Bean,Transport,2025-07-31T11:10:02.762566+00:00,48815,UPI,"Pune, Maharashtra",2025-07-31T11:10:02.762566+00:00,2025-07-31T11:10:02.762566+00:00
txn_786DFBB6,user_012,,,DEBIT,1811.0,INR,UPI-COSTA-COFFEE-LOUNGE,Costa Coffee Lounge,Food,2025-11-18T02:49:11.762566+00:00,129123,UPI,"Pune, Maharashtra",2025-11-18T02:49:11.762566+00:00,2025-11-18T02:49:11.762566+00:00
txn_87CE2526,user_009,,,DEBIT,631.0,INR,UPI-CAFE-COFFEE-SHOP,Cafe Coffee Shop,Food,2025-11-13T09:19:36.762566+00:00,246624,UPI,"Delhi, Delhi",2025-11-13T09:19:36.762566+00:00,2025-11-13T09:19:36.762566+00:00
txn_399CCD09,user_042,,,DEBIT,4040.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Medical,2025-06-06T12:39:43.762566+00:00,90350,UPI,"Delhi, Delhi",2025-06-06T12:39:43.762566+00:00,2025-06-06T12:39:43.762566+00:00
txn_40953E3D,user_026,,,DEBIT,4066.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Grocery,2025-06-22T06:42:10.762566+00:00,44749,UPI,"Delhi, Delhi",2025-06-22T06:42:10.762566+00:00,2025-06-22T06:42:10.762566+00:00
txn_E5E73A0B,user_034,,,DEBIT,1022.0,INR,UPI-PUMA-INDIA-MALL,Puma India Mall,Grocery,2025-10-25T21:20:51.762566+00:00,78857,UPI,"Mumbai, Maharashtra",2025-10-25T21:20:51.762566+00:00,2025-10-25T21:20:51.762566+00:00
txn_CBD4B515,user_003,,,DEBIT,4719.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-GARDEN,Cafe Coffee Bean,Transport,2025-07-14T11:45:08.762566+00:00,9222,UPI,"Mumbai, Maharashtra",2025-07-14T11:45:08.762566+00:00,2025-07-14T11:45:08.762566+00:00
txn_6429C8FD,user_040,,,DEBIT,3047.0,INR,UPI-MYNTRA-STUDIO-CAFE,Myntra Studio Cafe,Grocery,2025-10-28T18:13:06.762566+00:00,115775,UPI,"Bengaluru, Karnataka",2025-10-28T18:13:06.762566+00:00,2025-10-28T18:13:06.762566+00:00
txn_92B37ABE,user_045,,,DEBIT,4185.0,INR,UPI-CAFE-COFFEE-SPOT-CAFE-COFFEE-PLACE,Cafe Coffee Spot,Grocery,2025-10-02T05:47:47.762566+00:00,185123,UPI,"Bengaluru, Karnataka",2025-10-02T05:47:47.762566+00:00,2025-10-02T05:47:47.762566+00:00
txn_6EBD2C8F,user_014,,,DEBIT,18468.0,INR,UPI-LANDLORD-RENT,Landlord Rent,Rent,2025-10-28T04:08:01.762566+00:00,44471,UPI,"Pune, Maharashtra",2025-10-28T04:08:01.762566+00:00,2025-10-28T04:08:01.762566+00:00
txn_AFCBDE37,user_008,,,DEBIT,1064.0,INR,UPI-COSTA-COFFEE-WORKS-CAFE,Costa Coffee Works,Food,2025-05-30T11:34:23.762566+00:00,59205,UPI,"Pune, Maharashtra",2025-05-30T11:34:23.762566+00:00,2025-05-30T11:34:23.762566+00:00
txn_7C8E877E,user_004,,,CREDIT,59414.0,INR,NEFT-FutureSparkLabs-PAYMENT,Futuresparklabs Payment,Food,2025-11-22T12:07:22.762566+00:00,177410,NEFT,"Pune, Maharashtra",2025-11-22T12:07:22.762566+00:00,2025-11-22T12:07:22.762566+00:00
txn_FD4266BA,user_023,,,DEBIT,4685.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-HOUSE,Cafe Coffee Bean,Food,2025-10-03T12:45:33.762566+00:00,254944,UPI,"Bengaluru, Karnataka",2025-10-03T12:45:33.762566+00:00,2025-10-03T12:45:33.762566+00:00
txn_D22E8B7D,user_023,INV-2025-1043,job_325eba33,CREDIT,87478.0,INR,NEFT-HexaCoreSolutions-PAYMENT,Hexacoresolutions Payment,Shopping,2025-08-10T23:03:34.762566+00:00,342422,NEFT,"Pune, Maharashtra",2025-08-10T23:03:34.762566+00:00,2025-08-10T23:03:34.762566+00:00
txn_FEDA8922,user_009,,,DEBIT,851.0,INR,CARD-HOTSTAR,Hotstar,Entertainment,2025-06-22T04:18:09.762566+00:00,245773,CARD,"Bengaluru, Karnataka",2025-06-22T04:18:09.762566+00:00,2025-06-22T04:18:09.762566+00:00
txn_C1853619,user_032,,,DEBIT,1060.0,INR,UPI-SHOPPER'S-STOP-ONLINE,Shopper'S Stop Online,Transport,2025-11-12T01:01:13.762566+00:00,254297,UPI,"Pune, Maharashtra",2025-11-12T01:01:13.762566+00:00,2025-11-12T01:01:13.762566+00:00
txn_4BBA8560,user_020,,,DEBIT,336.0,INR,UPI-MOBILE-RECHARGE,Mobile Recharge,Recharge,2025-08-18T02:03:20.762566+00:00,131330,UPI,"Pune, Maharashtra",2025-08-18T02:03:20.762566+00:00,2025-08-18T02:03:20.762566+00:00
txn_92CDD06F,user_026,,,DEBIT,833.0,INR,UPI-CAFE-COFFEE-COURT-CAFE-COFFEE-ZONE-CAFE-COFFEE-HOUSE-EXPRESS,Cafe Coffee Court,Grocery,2025-08-07T19:24:00.762566+00:00,43916,UPI,"Bengaluru, Karnataka",2025-08-07T19:24:00.762566+00:00,2025-08-07T19:24:00.762566+00:00
txn_2D081BE9,user_010,,,DEBIT,4218.0,INR,UPI-CAFE-COFFEE-BEAN-CAFE-COFFEE-LAB,Cafe Coffee Bean,Food,2025-09-02T04:35:11.762566+00:00,128854,UPI,"Bengaluru, Karnataka",2025-09-02T04:35:11.762566+00:00,2025-09-02T04:35:11.762566+00:00
txn_FD47C96D,user_015,,,DEBIT,3252.0,INR,UPI-CAFE-COFFEE-YARD-HOUSE-EXPRESS-CAFE-COFFEE-ROASTERS-HOUSE,Cafe Coffee Yard,Grocery,2025-08-18T08:19:16.762566+00:00,30149,UPI,"Bengaluru, Karnataka",2025-08-18T08:19:16.762566+00:00,2025-08-18T08:19:16.762566+00:00
txn_C58478B1,user_001,,,DEBIT,1708.0,INR,UPI-ZOYLO-PHARMACY-INDIA,Zoylo Pharmacy India,Grocery,2025-07-10T21:53:10.762566+00:00,63967,UPI,"Mumbai, Maharashtra",2025-07-10T21:53:10.762566+00:00,2025-07-10T21:53:10.762566+00:00
txn_2F0B8A8B,user_044,,,DEBIT,4096.0,INR,UPI-COSTA-COFFEE-BEAN-CAFE-COFFEE-CENTRAL-PERK,Costa Coffee Bean,Grocery,2025-06-24T06:53:28.762566+00:00,62530,UPI,"Pune, Maharashtra",2025-06-24T06:53:28.762566+00:00,2025-06-24T06:53:28.762566+00:00
txn_BD0B7C97,user_042,,,DEBIT,4518.0,INR,BILL-WATER-BILL,Water Bill,Utilities,2025-09-29T03:54:09.762566+00:00,85832,BILL,"Bengaluru, Karnataka",2025-09-29T03:54:09.762566+00:00,2025-09-29T03:54:09.762566+00:00
txn_98E04D45,user_011,,,CREDIT,18499.0,INR,NEFT-BlueHelixTechnologies-PAYMENT,Bluehelixtechnologies Payment,Grocery,2025-08-19T01:03:24.762566+00:00,195672,NEFT,"Delhi, Delhi",2025-08-19T01:03:24.762566+00:00,2025-08-19T01:03:24.762566+00:00
txn_78901389,user_038,,,DEBIT,76.0,INR,UPI-CAFE-COFFEE-SHOP-CAFE-COFFEE-HUB-CAFE-COFFEE-STREET-HOUSE,Cafe Coffee Shop,Transport,2025-08-04T18:18:13.762566+00:00,123600,UPI,"Delhi, Delhi",2025-08-04T18:18:13.762566+00:00,2025-08-04T18:18:13.762566+00:00
txn_080BA0AD,user_050,,,DEBIT,4494.0,INR,UPI-CAFE-COFFEE-CULTURE,Cafe Coffee Culture,Food,2025-11-24T11:31:40.762566+00:00,78691,UPI,"Bengaluru, Karnataka",2025-11-24T11:31:40.762566+00:00,2025-11-24T11:31:40.762566+00:00
txn_BBC3DAFD,user_011,,,DEBIT,4659.0,INR,UPI-CAFE-COFFEE-CENTRAL-CAFE-LATTE,Cafe Coffee Central,Grocery,2025-08-09T18:33:16.762566+00:00,191013,UPI,"Bengaluru, Karnataka",2025-08-09T18:33:16.762566+00:00,2025-08-09T18:33:16.762566+00:00
txn_66D0EFE3,user_013,,,DEBIT,386.0,INR,UPI-CAFE-COFFEE-DEPOT-CAFE-HOUSE,Cafe Coffee Depot,Grocery,2025-06-29T16:53:14.762566+00:00,213667,UPI,"Mumbai, Maharashtra",2025-06-29T16:53:14.762566+00:00,2025-06-29T16:53:14.762566+00:00
txn_65517E42,user_032,,,DEBIT,3351.0,INR,UPI-MARKS-&-CO.,Marks & Co.,Grocery,2025-05-30T07:43:18.762566+00:00,250946,UPI,"Mumbai, Maharashtra",2025-05-30T07:43:18.762566+00:00,2025-05-30T07:43:18.762566+00:00
txn_EA0A110F,user_045,,,DEBIT,4997.0,INR,UPI-CAFE-COFFEE-ZONE-CAFE-COFFEE-SHOP-CAFE-COFFEE-GARDEN-CAFE-COFFEE-COURT,Cafe Coffee Zone,Food,2025-09-05T10:52:13.762566+00:00,180126,UPI,"Pune, Maharashtra",2025-09-05T10:52:13.762566+00:00,2025-09-05T10:52:13.762566+00:00
txn_5EC145D6,user_036,,,DEBIT,4686.0,INR,UPI-=====-FOOD_MERCHANTS.TXT-=====-SHOPPING_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====-MEDICAL_MERCHANTS.TXT-=====-MEDICAL_MERCHANTS.TXT-=====-GROCERY_MERCHANTS.TXT-=====-FOOD_MERCHANTS.TXT-=====-TRANSPORT_MERCHANTS.TXT-=====,===== Food_Merchants.Txt =====,Grocery,2025-08-23T11:59:56.762566+00:00,205267,UPI,"Bengaluru, Karnataka",2025-08-23T11:59:56.762566+00:00,2025-08-23T11:59:56.762566+00:00
